model,fpr,tpr
Logistic Regression,0.051593788312219044,0.6330200245198202
Logistic Regression,0.05201947963492712,0.6338373518594197
Logistic Regression,0.052087590246560414,0.6346546791990192
Logistic Regression,0.05297302819779322,0.6358806702084184
Logistic Regression,0.053279525950143035,0.6362893338782182
Logistic Regression,0.05368818961994279,0.6371066612178178
Logistic Regression,0.05375630023157608,0.6379239885574173
Logistic Regression,0.05392657676065931,0.6395586432366163
Logistic Regression,0.05418199155428416,0.639967306906416
Logistic Regression,0.05440335104209236,0.6407846342460155
Logistic Regression,0.054437406347909,0.641601961585615
Logistic Regression,0.05469282114153385,0.6424192889252145
Logistic Regression,0.055305816646233484,0.6432366162648141
Logistic Regression,0.05557825909276665,0.6440539436044136
Logistic Regression,0.05566339735730827,0.6448712709440131
Logistic Regression,0.05622530990328293,0.6456885982836126
Logistic Regression,0.05642964173818281,0.6460972619534123
Logistic Regression,0.056531807655632746,0.6469145892930118
Logistic Regression,0.056582890614357714,0.6477319166326113
Logistic Regression,0.05661694592017436,0.6485492439722109
Logistic Regression,0.056787222449257595,0.6489579076420107
Logistic Regression,0.0569404713254325,0.6497752349816102
Logistic Regression,0.056991554284157475,0.6505925623212097
Logistic Regression,0.05714480316033238,0.6514098896608091
Logistic Regression,0.05736616264814058,0.6522272170004086
Logistic Regression,0.0574513009126822,0.6530445443400081
Logistic Regression,0.057485356218498845,0.6538618716796076
Logistic Regression,0.057757798665032015,0.6546791990192072
Logistic Regression,0.0578940198882986,0.655087862689007
Logistic Regression,0.05808132407029015,0.6563138536984062
Logistic Regression,0.05835376651682332,0.6575398447078055
Logistic Regression,0.05893270671570631,0.658357172047405
Logistic Regression,0.059273259773872766,0.6587658357172047
Logistic Regression,0.05956272987331426,0.6595831630568042
Logistic Regression,0.05971597874948917,0.6604004903964038
Logistic Regression,0.05983517231984743,0.661626481405803
Logistic Regression,0.05997139354311402,0.6620351450756028
Logistic Regression,0.06044816782454707,0.6628524724152023
Logistic Regression,0.06046519547745539,0.6640784634246015
Logistic Regression,0.06090791445307179,0.6653044544340008
Logistic Regression,0.061248467511238254,0.6661217817736004
Logistic Regression,0.061759297098487945,0.6669391091131999
Logistic Regression,0.06189551832175453,0.6681651001225991
Logistic Regression,0.06215093311537938,0.6689824274621986
Logistic Regression,0.06228715433864596,0.6693910911319984
Logistic Regression,0.06252554147936248,0.6702084184715978
Logistic Regression,0.06262770739681242,0.6710257458111973
Logistic Regression,0.0628320392317123,0.6718430731507969
Logistic Regression,0.06312150933115379,0.6726604004903964
Logistic Regression,0.0632747582073287,0.6738863914997957
Logistic Regression,0.06347909004222858,0.6751123825091949
Logistic Regression,0.06404100258820324,0.6759297098487944
Logistic Regression,0.06424533442310312,0.6763383735185942
Logistic Regression,0.0643815556463697,0.6771557008581937
Logistic Regression,0.06448372156381964,0.6779730281977933
Logistic Regression,0.0646710257458112,0.6787903555373928
